0636e73ff0215e8d672dc4c32c317bb3,GPL-2.0-only
12f884d2ae1ff87c09e5b7ccc2c4ca7e,GPL-2.0-only
18810669f13b87348459e611d31ab760,GPL-2.0-only
252890d9eee26aab7b432e8b8a616475,LGPL-2.0-only
2d5025d4aa3495befef8f17206a5b0a1,LGPL-2.1-only
3214f080875748938ba060314b4f727d,LGPL-2.0-only
385c55653886acac3821999a3ccd17b3,Artistic-1.0 | GPL-2.0-only
393a5ca445f6965873eca0259a17f833,GPL-2.0-only
3b83ef96387f14655fc854ddc3c6bd57,Apache-2.0
3bf50002aefd002f49e7bb854063f7e7,LGPL-2.0-only
4325afd396febcb659c36b49533135d4,GPL-2.0-only
4fbd65380cdd255951079008b364516c,LGPL-2.1-only
54c7042be62e169199200bc6477f04d1,BSD-3-Clause
55ca817ccb7d5b5b66355690e9abc605,LGPL-2.0-only
59530bdf33659b29e73d4adb9f9f6552,GPL-2.0-only
5f30f0716dfdd0d91eb439ebec522ec2,LGPL-2.0-only
6a6a8e020838b23406c81b19c1d46df6,LGPL-3.0-only
751419260aa954499f7abaabaa882bbe,GPL-2.0-only
7fbc338309ac38fefcd64b04bb903e34,LGPL-2.1-only
8ca43cbc842c2336e835926c2166c28b,GPL-2.0-only
94d55d512a9ba36caa9b7df079bae19f,GPL-2.0-only
9ac2e7cff1ddaf48b6eab6028f23ef88,GPL-2.0-only
9f604d8a4f8e74f4f5140845a21b6674,LGPL-2.0-only
a6f89e2100d9b6cdffcea4f398e37343,LGPL-2.1-only
b234ee4d69f5fce4486a80fdaf4a4263,GPL-2.0-only
bbb461211a33b134d42ed5ee802b37ff,LGPL-2.1-only
bfe1f75d606912a4111c90743d6c7325,MPL-1.1-only
c93c0550bd3173f4504b2cbd8991e50b,GPL-2.0-only
d32239bcb673463ab874e80d47fae504,GPL-3.0-only
d7810fab7487fb0aad327b76f1be7cd7,GPL-2.0-only
d8045f3b8f929c1cb29a1e3fd737b499,LGPL-2.1-only
db979804f025cf55aabec7129cb671ed,LGPL-2.0-only
eb723b61539feef013de476e68b5c50a,GPL-2.0-only
ebb5c50ab7cab4baeffba14977030c07,GPL-2.0-only
f27defe1e96c2e1ecd4e0c9be8967949,GPL-3.0-only
fad9b3332be894bab9bc501572864b29,LGPL-2.1-only
fbc093901857fcd118f065f900982c24,LGPL-2.1-only
00bcdaa2f798bd84c5be4eae107711cf,MIT
062470525c8e380f8567f665ef554d11,MIT
08b7e177c532ab406c745d2614cef90d,MIT
093013082329bc5622e0a6239713e7f2,MIT
0a303030934c4f6eacd7e94ba9f13f62,MIT
0ac6536990331f035d4c3b2995031e00,MIT
0d20d8ab3ce328baacbb916c60acf612,MIT
0e73a0f4a5e99c906a8d8f0fb452c51b,MIT
0ee63e0762277ae244c9dda834f0e33d,MIT
14904f907f74a96574b2149eb939b31e,MIT
14af51f8c0a6c6e400b53e18c6e5f85c,MIT
1504f278803b5d568cb0b7a3d0053c27,MIT
1603a576d703aa76728a38047eede967,MIT
16d4ff0e774195fa8cee4940a14e99d6,MIT
1750b360daee1aa920366e344c1b0c57,MIT
19cbd64715b51267a47bf3750cc6a8a5,MIT
1eb6d783c2a049d4858e31a2a4d4666f,MIT
203a6dbc802ee896020a47161e759642,MIT
23d7429a66f9cf215a19ab6f62ca93d6,MIT
281dafe19c2af21ed9ff7f5bbb19beaa,MIT
2a5ccb288d78c794ab93bdc7f14c9cec,MIT
2ac3dfdce5a77f9cff9b5f70d216d17d,MIT
2c39380ca74c032242016476ea5f4e2c,MIT
32052d48bacabd1c02e56c6889082a27,MIT
333cd0e0a8599f78b656ee1df3a44f97,MIT
373ab45eecb5992b1f2f5b8ad86ec0be,MIT
3748d9db1ba0817c56571897e7071067,MIT
3ad5950d98bc44180f6523f57ad39db0,MIT
3b55dad4a98748003b5b423477713da1,MIT
3da6b6bd12471d6d6b5d357602830417,MIT
41cb9fb467c3b1c415410aa5d0805ba4,MIT
428d68873eb42aa58cba842db1209e20,MIT
446dbc721381c51aeadb895e74f715a5,MIT
4533db2130d3faa488f282039ae7d7a4,MIT
468c19a3ed386785ca84d6e89ddce051,MIT
4b15c99bb99ead30816881c80f4f0f92,MIT
5324d196a847002a5d476185a59cf238,MIT
55a3c686daad7dc7b9be707d72b6f3f4,MIT
57bbea5deedf2de7b498b3a6e4a3d311,MIT
5c97b6c0d80f886fc37464785602a32f,MIT
5d4dabb71b2906de87b4405486877089,MIT
60f8103054954b2c75f1faa295ea3590,MIT
63fb42d95fbf3e2fa9732365ee52e051,MIT
68ab08e1226f022091f9a43dd564c93a,MIT
6958822ab818bb3ccedbf7c6e8cd5205,MIT
69b0b7e322ea2da2651b4c268deb11ec,MIT
6a801a8bfd8ee71dcbc36dd3e98dd69b,MIT
6b5a505e382dd0014a2a3fdc59fa9d67,MIT
6cf4f5b9101e7eed6a9d59caf7aa121f,MIT
6e79db3cfd036a59599ac49448ce382f,MIT
6f0403868020196e40d3a7c00b166b33,MIT
716b8ca15fee2be15af13159d0890c56,MIT
7189377a5215f1211b70cf2b9754841e,MIT
764f642d46a24a68a7ef5e320b0a9a69,MIT
77d237705a7a6f22b76435cdc817fb79,MIT
7996c7c8d89624a025e40e8b614de7e3,MIT
7becc9ec4b075d506f8e915df824f3d9,MIT
7f7eef272d8f4dba82f56af49c674d28,MIT
800988e232ef6e9971d21ee342f7cce0,MIT
8290682e3956574a6b91c09889b485ad,MIT
82e5705c31d1899a4cc885ddb3393a2e,MIT
851563af585d2c5cc54dfbf38d8215a8,MIT
89ac8ee2b7cbff80aea3575787f846ab,MIT
8e2fca844c70b3833d7228885447c026,MIT
9077d9a1ebcd420acf4b6f983ec1f237,MIT
90aba202619b2a9b4a046973a2a96c99,MIT
9669f2844e318c5bcacf76c5be32a695,MIT
9af5bdd542c3f604f1902c5f73033494,MIT
9afb19b302b259045f25e9bb91dd34d6,MIT
9f6dc78e3d8215fcb9da78e5ab9e29af,MIT
a1b0037dc5928c009bec0436dd9e2de6,MIT
a3b2b7770df62392c164de4001b59f8f,MIT
a3b54a26fb11cf7129550e6ffc7807ea,MIT
a67a7926e54316d90c14f74f71080977,MIT
a7a567b0c15ef6f269b858ec3b85eb11,MIT
aaf6ebb9d1b815768d32661e72bdd761,MIT
abfa8eaed2fed068a16f715d91b91a17,MIT
ada6212125365408436b9ac43713b989,MIT
add98d83942d5809bc719262ae40f4ce,MIT
b1ca6dbc0075d56cbd9931a75566cd44,MIT
beed67299fff1e7b91b5e4c3e43b505b,MIT
c16c4164166a6e44625b36ca892454a3,MIT
c1f51217c9bf96380c785144ebd4cba9,MIT
c1fd47197ecab8a0852a47c5876c059e,MIT
c3eb8d4a17b57b609d650bda8634d610,MIT
c40fe50d231414ad1bc68e8965e7e95e,MIT
c637d431ac5faadb34aff5fbd6985239,MIT
c67d2a4a86daf7422c31d6d6d63b2bb0,MIT
c6ea389b6b52325149beeec27075c5ac,MIT
c727d36f28f2762b1011dd483aa1a191,MIT
caf3c234b477c025248985103401a1f0,MIT
cd1c1e0d7bf9f0594f023e0e3a62838b,MIT
d1bcfc4226560b085978f38c2581ce74,MIT
d2535adafd95c4ff1a0816f2cc1b862f,MIT
d2f2d4e0c886ba00c26b830c666554f7,MIT
d5c340b7c4c1592e889a5c8e81af4df3,MIT
d6657fa6637b1bc0278d4da7d0488586,MIT
d80f2808a405d641840b50a06f80e93c,MIT
d820442b7dfb349caa5f4ab87984df1a,MIT
d8a0ca0c46bfa01db064fa836f550966,MIT
d8d01ae205432fc781079d5d1f02228b,MIT
d987b53489a02b6227f4d1bc6e81cb3e,MIT
de25612271bc48da17a9abbc285f6f3a,MIT
e1d44b551316d8ce8eba2cec83235283,MIT
e1e465d0f0648bff1fe285726c8d5adf,MIT
e6f0309f3f9919cd96cc45a4d4859c54,MIT
e7424a48d45a2e04d52c15e786681063,MIT
e987655ecca5d498d72242c25fca9912,MIT
e9c0b639498fbe60d17b10099aba77c0,MIT
eb4832068e89be3464f41a988ca8744d,MIT
eef92e213598f6076a090cf46c365bbc,MIT
ef435991cbe538e32cb6f593a6547bfe,MIT
efc480a55f5dce293e5639c53616b025,MIT
f1e0166629fc9dbee6cbbd4b7370c644,MIT
f27cfd601484054495697ba3d54de66a,MIT
f3827423e10328147d44783718699586,MIT
f56702b0a1166ed4920f04285be3a7c8,MIT
faadaedca9251a90b205c9167578ce91,MIT
ffcf739dca268cb0f20336d6c1a038f1,MIT
0613eb5a0d41db21af2baa9fdbdb128e,MIT
0620946584e5ca16778d8feec8b297a9,MIT
0b14566c24617b018d6b9fb0036043d1,MIT
3c167ae57ad981192db49e7a35b2753d,MIT
4bcc8fc8610a7c132271360ff5cd8e34,MIT
76c4fa6201bb67a433de1f4854c0405c,MIT
8592983bbfff11b3ef057daad5b13778,MIT
886d424dc1939fa9fa515a2d726074d0,MIT
916ecc7f95dd7a04c6079d9aef128d5e,MIT
c3de6902b1f18da985cfb6ffbea6b513,MIT
d4da99907152817f30c4f5fb7b1d7491,MIT
d5b9cb3bc7f6ffd7bea8661f30447c11,MIT
db121f5e2f581330e048a72fad3c7c54,MIT
dbe7cc0e18a5ea985d912037b4b52370,MIT
